Instance,AireRect,AirePoly,AireCirle,QualiteRect,TempsRect,QualiteCercle,TempsCercle
test-1368.points,139467.0124961902,109103.5,134614.10361366902,0.27830007741447527,97466,0.23382021304237743,30812
test-1369.points,143958.4221837089,114181.0,124410.21067480941,0.26079139422240916,201422,0.08958767811465496,65767
test-137.points,134678.50000000006,108941.5,159043.12808798326,0.2362460586645132,59266,0.45989478837709474,28058
test-1370.points,131619.79368129757,108229.5,124410.21067480941,0.21611754356527157,87707,0.14950369977510203,30210
test-1371.points,139752.43415237754,111338.0,137227.90870145577,0.25520877106089146,152313,0.23253434318431965,70067
test-1372.points,132713.8395461912,106302.0,138544.23602330987,0.2484604198057534,88878,0.30330789658999713,30702
test-1373.points,135885.2953864975,108178.5,138544.23602330987,0.25612109048006326,83985,0.2807002872410864,30100
test-1374.points,126588.84654368542,100019.5,180955.73684677208,0.2656416653121183,63400,0.8092045735758735,40625
test-1375.points,141214.07502623298,113724.5,133316.62584773646,0.24172078159264698,87590,0.1722770893495813,31303
test-1376.points,142703.10112359552,112496.0,141195.74022293967,0.2685171128181938,78482,0.2551178728393868,30952
test-1377.points,139878.59024390244,108875.0,153438.52679397908,0.2847631710117331,71482,0.40930908651186293,29085
test-1378.points,136663.02752497225,109518.0,163312.5525042118,0.24785905079504955,86330,0.49119370792209316,33683
test-1379.points,135258.66582398486,108018.5,133316.62584773646,0.2521805600335578,100209,0.23420178809867265,33671
test-138.points,136312.351233672,110435.5,123162.99839133426,0.23431642210767367,106109,0.11524825252146509,29522
test-1380.points,129642.98516054751,107063.0,182466.84291314878,0.21090372173904637,94520,0.7042941344175746,30726
test-1381.points,141836.87110789283,111935.0,138544.23602330987,0.26713602633575584,129943,0.237720427241791,40923
test-1382.points,131585.72858866103,104352.5,137227.90870145577,0.26097341787365935,170926,0.31504188880434847,190807
test-1383.points,138006.07692307694,109916.5,135917.8645649088,0.2555537787600308,74530,0.23655560871123815,31035
test-1384.points,141592.7271284712,112184.5,123162.99839133426,0.2621416249880437,71984,0.09786109838109769,29212
test-1385.points,139590.84189274444,110378.5,145220.12041218817,0.2646560869439649,147826,0.3156558606267359,34524
test-1386.points,143905.32431819214,112280.0,137227.90870145577,0.28166480511393077,97969,0.22219370058296906,31889
test-1387.points,143946.24719101127,112252.5,132025.43126711104,0.28234335262921784,97769,0.17614691224793244,29150
test-1388.points,144267.52801582072,111618.0,146574.14684588538,0.29251131552097975,76138,0.31317660991852003,32665
test-1389.points,135194.09502441608,106936.5,125663.70614359173,0.2642464923053969,83846,0.17512454721813153,29750
test-139.points,134491.45103857567,105169.0,120687.42338030548,0.2788126828112436,97766,0.1475570118600109,30576
test-1390.points,137319.33863159246,105177.0,163312.5525042118,0.3056023525256706,66621,0.5527401666163878,30702
test-1391.points,135317.63205036486,107960.0,125663.70614359173,0.25340526167436894,85134,0.16398393982578474,38852
test-1392.points,129515.39158197204,107059.0,121922.06929316626,0.20975715803409378,69222,0.13883063818236918,29863
test-1393.points,137698.98449102978,110363.5,133316.62584773646,0.24768591509901183,70138,0.2079775093009597,29096
test-1394.points,138870.4248589503,110975.0,125663.70614359173,0.2513667479968489,81947,0.13236049690102925,30826
test-1395.points,130445.9589041096,104135.5,129461.89166178179,0.25265600015469847,68992,0.24320612722637125,32365
test-1396.points,141772.1310219328,112718.0,130740.51987179283,0.2577594618599761,108057,0.15989034468135377,30346
test-1397.points,139903.4935718279,111703.0,130740.51987179283,0.25245958991099515,3523465,0.17042979930523638,203938
test-1398.points,137591.1067948382,110796.5,128189.54663707792,0.24183622041163955,114385,0.156981914023258,33719
test-1399.points,136818.72941176474,110646.5,130740.51987179283,0.2365391531748835,178270,0.18160556250575333,30439
test-14.points,139491.83904422133,108159.0,123162.99839133426,0.28969238846717627,66342,0.13872168188809297,32022
test-140.points,137744.49185992416,111641.0,139866.84653047117,0.233816356535002,214774,0.2528268873484756,41094
test-1400.points,140529.17695290156,111133.5,119459.06065275188,0.2645077942555716,112077,0.07491495051223862,49477
test-1401.points,129734.31674208141,105486.0,134614.10361366902,0.2298723692440836,97290,0.2761324120136228,87979
test-1402.points,138128.2596934175,109554.0,163312.5525042118,0.2608235180223222,96043,0.49070369410712344,34047
test-1403.points,144158.95042412815,114463.0,139866.84653047117,0.2594371143874279,89654,0.22193937368818895,118248
test-1404.points,143836.02013112232,112671.5,133316.62584773646,0.27659630102663346,76716,0.18323290137911052,31470
test-1405.points,144388.02474947885,112948.5,126923.48479768123,0.27835274261702314,79727,0.12372882152203202,32065
test-1406.points,126029.0287722381,100562.0,119459.06065275188,0.2532470393611712,133400,0.18791452688641708,52241
test-1407.points,137718.2063521894,106221.5,164748.26034690233,0.2965191260920754,117692,0.5509878917818176,33083
test-1408.points,142575.0575302309,111528.0,128189.54663707792,0.2783790396154411,92891,0.14939339571298604,30238
test-1409.points,141863.82622488542,111892.5,147934.45646488975,0.26785822307022733,75020,0.32211235306110564,34470
test-141.points,137231.3066494513,112552.0,124410.21067480941,0.21927026307352415,110989,0.10535761847687652,35635
test-1410.points,140760.07363469008,111326.0,123162.99839133426,0.26439532215915484,161827,0.10632734843014435,50015
test-1411.points,136040.04466682934,107008.5,134614.10361366902,0.2713012953814822,81554,0.2579758020500149,29974
test-1412.points,132352.6918131162,109446.0,141195.74022293967,0.20929674737419535,89030,0.29009502606709847,32580
test-1413.points,139542.14502414802,109323.0,121922.06929316626,0.2764207442546218,82275,0.11524628205561749,28627
test-1414.points,132448.65072612587,107972.5,125663.70614359173,0.22668874691357388,89301,0.1638491851498458,33579
test-1415.points,139190.71117561683,111136.0,128189.54663707792,0.25243585494904286,86151,0.153447547483065,30556
test-1416.points,133368.2726612317,112144.5,135917.8645649088,0.18925379899354566,143289,0.2119886803624682,38857
test-1417.points,139516.27547845364,109581.0,120687.42338030548,0.2731794332818065,87863,0.10135355016203063,30529
test-1418.points,137786.05336115666,108358.5,133316.62584773646,0.2715758649405138,98633,0.23032919288968068,30365
test-1419.points,130249.43019208458,103832.5,128189.54663707792,0.2544187050498117,73659,0.23458018093639188,30890
test-142.points,141356.49221074735,112379.5,156228.26107036683,0.2578494495058916,117073,0.39018469623344854,37603
test-1420.points,140114.46745562128,109986.0,160459.98637475228,0.27393002250851284,82040,0.4589128286759432,32117
test-1421.points,138706.4019403238,111455.0,128189.54663707792,0.24450587178972483,82980,0.15014621719149357,33954
test-1422.points,135437.9826622635,109887.0,139866.84653047117,0.2325205225573863,104951,0.27282432435566695,36240
test-1423.points,135581.34425851126,109206.0,135917.8645649088,0.24151918629481228,104794,0.24460070476813378,36985
test-1424.points,134270.0430142042,108003.5,143872.37716379817,0.24320085010397063,71509,0.3321084702236332,29500
test-1425.points,141707.74889769082,112300.0,129461.89166178179,0.2618677550996511,83717,0.152821831360479,30877
test-1426.points,142747.35378905042,110908.0,145220.12041218817,0.2870789644484657,81545,0.30937462051599685,30673
test-1427.points,138465.98027881674,108962.0,139866.84653047117,0.2707731161213702,113065,0.283629582152229,36598
test-1428.points,136938.7633251834,110530.5,160459.98637475228,0.2389228613385752,80537,0.4517258709112171,29622
test-1429.points,130928.27139439298,107107.5,146574.14684588538,0.22240059187632033,103874,0.368476967961024,67462
test-143.points,138378.94914009015,108786.0,169093.08298681703,0.27202902156610365,66796,0.5543643758095438,29185
test-1430.points,139906.98026281886,108807.0,160459.98637475228,0.28582701722149184,237851,0.4747211702808851,73735
test-1431.points,138137.2700065062,109522.5,133316.62584773646,0.2612684152252387,110168,0.2172533118558877,34459
test-1432.points,139034.31569817866,112175.5,137227.90870145577,0.23943566730862487,122625,0.22333226686269092,41690
test-1433.points,140116.9060515279,112203.0,125663.70614359173,0.24878038957539372,79248,0.11996743530557774,30249
test-1434.points,135236.85960352255,106202.5,123162.99839133426,0.27338678094698854,73318,0.15969961527585763,29585
test-1435.points,135322.73198607718,105888.5,134614.10361366902,0.27797383083221683,160312,0.2712816180573814,70013
test-1436.points,143316.8940363008,113531.5,153438.52679397908,0.2623535673914359,68900,0.35150620571364843,28056
test-1437.points,136647.2262106332,108752.0,124410.21067480941,0.25650310992564007,67600,0.1439808985104587,27166
test-1438.points,146910.55891080466,114503.5,146574.14684588538,0.28302243084975265,191880,0.2800844240209721,74226
test-1439.points,143901.35384615383,112312.0,154830.25233951936,0.28126428027418116,78102,0.37857265777049065,31042
test-144.points,139566.34706091194,111247.5,142530.91710071533,0.2545571546408858,80135,0.28120557406427404,27983
test-1440.points,138295.91056456126,110180.5,123162.99839133426,0.2551759210074491,63205,0.11782936537167887,28530
test-1441.points,140037.20611732485,109886.0,125663.70614359173,0.2743862377129467,217910,0.1435824958920311,73203
test-1442.points,141068.8847768027,111474.5,120687.42338030548,0.26548120670469655,96433,0.08264601662537596,28771
test-1443.points,125315.61188850334,102167.5,145220.12041218817,0.22657020959212404,56674,0.4213925212243441,28493
test-1444.points,127280.97288414136,106015.5,119459.06065275188,0.2005883374048263,88299,0.12680750128756535,31527
test-1445.points,144348.9711553956,114573.0,160459.98637475228,0.25988645802584887,70608,0.4005043629367502,30876
test-1446.points,136848.9433338951,109139.5,124410.21067480941,0.2538901436592167,64167,0.13991919217890314,27637
test-1447.points,140143.09768671502,110321.5,147934.45646488975,0.2703153753956846,89438,0.34093949470311546,31916
test-1448.points,128035.47768957028,103800.0,121922.06929316626,0.23348244402283513,55711,0.1745864093753975,26312
test-1449.points,135458.59739139807,107727.0,161883.12784682843,0.2574247625144863,79169,0.5027163835141462,32761
test-145.points,139944.62638541296,112653.0,135917.8645649088,0.24226275718722956,68687,0.20651793174534916,28590
test-1450.points,134346.71337264255,108813.0,129461.89166178179,0.23465682751732375,70769,0.18976493306665376,29427
test-1451.points,144280.23040058988,114271.5,139866.84653047117,0.26260905300612913,191767,0.2239871405422278,71747
test-1452.points,137766.85499614693,107794.0,135917.8645649088,0.27805680275476297,195391,0.26090380322567874,69452
test-1453.points,141012.87789192577,110981.5,135917.8645649088,0.2705980536569228,121607,0.22468938124740445,40878
test-1454.points,140186.9550948058,110529.5,141195.74022293967,0.268321625401416,81745,0.2774484660017431,29168
test-1455.points,120678.37480877104,100954.5,125663.70614359173,0.19537390417238498,75874,0.24475586668837668,28278
test-1456.points,139372.84226646257,109729.0,135917.8645649088,0.2701550389273808,74531,0.2386685795451413,33556
test-1457.points,134597.0832129442,108675.0,134614.10361366902,0.2385284859714214,197168,0.23868510341540405,68617
test-1458.points,133421.952,106410.0,156228.26107036683,0.253847871440654,170512,0.46817273818594907,72682
test-1459.points,142066.7779949413,110671.5,124410.21067480941,0.2836798814052517,83975,0.12413955421955425,31239
test-146.points,141983.6191201769,110785.5,156228.26107036683,0.28160832527882174,73802,0.41018690235064015,30091
test-1460.points,137750.54716981135,111136.0,126923.48479768123,0.23947728161721993,87912,0.14205554273755783,28031
test-1461.points,136472.50278915293,109492.0,119459.06065275188,0.24641528868915485,131861,0.09103003555284306,42830
test-1462.points,139473.79224283303,111979.0,133316.62584773646,0.24553525431405032,1181314,0.19055024466852233,37447
test-1463.points,135320.45901639338,104817.5,119459.06065275188,0.2910101749840759,59977,0.13968622274669662,30554
test-1464.points,137461.93258426964,109093.5,135917.8645649088,0.26003778945830547,86722,0.24588416876265606,30173
test-1465.points,138775.9168732126,111443.5,149301.04926920132,0.24525806236534753,127405,0.3397017257103494,30825
test-1466.points,142428.58868273627,112317.5,124410.21067480941,0.2680890215926839,61815,0.10766541878878533,29354
test-1467.points,136491.26170527356,107790.0,139866.84653047117,0.26627017075121584,78409,0.29758647862019827,29854
test-1468.points,137370.31847905065,109772.5,124410.21067480941,0.25140921887586276,78851,0.13334588056944496,27874
test-1469.points,137547.74981729596,113035.5,124410.21067480941,0.21685443791814052,92077,0.10062954270834745,29612
test-147.points,134308.74017607907,107277.5,125663.70614359173,0.25197492648578756,78967,0.17138921156432363,29154
test-1470.points,140740.72641509437,113574.5,120687.42338030548,0.23919300912699915,276631,0.06262782033207692,69985
test-1471.points,133031.88742964357,104789.0,145220.12041218817,0.26952149013392224,59074,0.3858336315089197,28162
test-1472.points,140451.6071015396,110553.0,135917.8645649088,0.2704459137385651,74956,0.22943623931425483,27620
test-1473.points,128356.65621607396,108542.5,142530.91710071533,0.1825474465400554,70314,0.31313464404003355,30688
test-1474.points,132181.76997715654,106912.5,141195.74022293967,0.23635468235385515,135433,0.32066634138140704,53814
test-1475.points,128897.11196298749,106809.5,123162.99839133426,0.20679445145785236,95910,0.1531090248651501,36829
test-1476.points,134577.84249291828,110783.5,133316.62584773646,0.21478236824904684,75665,0.2033978511938732,28912
test-1477.points,130535.4441260745,106607.5,170553.92357073628,0.22444897522289242,137940,0.5998304394225198,51803
test-1478.points,134643.72331210188,109386.5,120687.42338030548,0.2308989071969747,263381,0.10331186554378724,65518
test-1479.points,131262.27735738092,104721.0,164748.26034690233,0.2534475163279659,168215,0.573211298086366,69726
test-148.points,139751.0282776349,112776.5,156228.26107036683,0.23918571934432187,79256,0.38529091672792504,32024
test-1480.points,138733.6591016399,108515.0,120687.42338030548,0.27847448833469945,146988,0.11217272616970453,66908
test-1481.points,144506.4697156983,113360.5,125663.70614359173,0.27475152028879823,80289,0.10853168558352988,28715
test-1482.points,138044.92977004353,111965.0,138544.23602330987,0.23292930621215135,87826,0.23738879134827728,32153
test-1483.points,126721.31284085274,108037.5,128189.54663707792,0.1729382190522064,181786,0.1865282576612557,70766
test-1484.points,135424.45754818377,108921.5,128189.54663707792,0.24332163574853238,64341,0.17689846942135312,28647
test-1485.points,137402.46031899468,109351.5,142530.91710071533,0.2565210382938934,54075,0.3034198625598674,28477
test-1486.points,140780.461996287,110223.0,134614.10361366902,0.27723308199093655,54479,0.2212886930465423,28090
test-1487.points,135630.05382635153,107191.5,123162.99839133426,0.2653060534310232,195852,0.1489996724678193,68703
test-1488.points,137567.13738630927,110239.5,120687.42338030548,0.2478933357490669,86150,0.09477477111475907,28070
test-1489.points,134696.41920561492,107300.5,128189.54663707792,0.2553195857019763,93967,0.19467799905012484,30435
test-149.points,142174.05884550718,114868.0,145220.12041218817,0.23771684755987033,207726,0.26423477741571344,70470
test-1490.points,132356.1206272618,105725.0,147934.45646488975,0.25189047649337226,58968,0.39923817890650026,29196
test-1491.points,128150.12139087234,105101.5,134614.10361366902,0.2192986911782644,159029,0.2808009744263309,70651
test-1492.points,137927.0265191063,110152.0,138544.23602330987,0.25215181312283286,148392,0.257755065938974,71428
test-1493.points,140362.94458404978,109743.0,141195.74022293967,0.2790150131129072,80727,0.28660361228451636,29285
test-1494.points,143043.00396563121,113800.0,125663.70614359173,0.25696840040097735,98360,0.10425049335317871,29921
test-1495.points,131917.13138645375,105819.0,125663.70614359173,0.24662991888464036,58999,0.18753443279176452,29993
test-1496.points,136696.61538461538,106169.0,126923.48479768123,0.2875379384247321,62019,0.1954853563439538,28528
test-1497.points,130297.45499560506,106621.5,138544.23602330987,0.2220561049657439,65403,0.2994024284343202,28041
test-1498.points,143332.80471527472,113289.5,125663.70614359173,0.26519054912657136,84226,0.1092264167781809,30019
test-1499.points,140792.5422729784,110456.0,139866.84653047117,0.2746482062810387,83100,0.2662675321437602,27639
test-15.points,131281.31951786848,103203.0,154830.25233951936,0.2720688305365977,217639,0.5002495309198314,75441
test-150.points,143266.00111358572,113371.0,149301.04926920132,0.2636917828508676,81071,0.3169245156980296,30430
test-1500.points,138220.15914183756,110427.5,135917.8645649088,0.25168240829356425,87422,0.23083348409507431,28695
test-1501.points,141364.06525777982,112058.0,123162.99839133426,0.2615258639077962,96023,0.09910045147454238,28357
test-1502.points,132323.4563526361,105321.5,121922.06929316626,0.25637648868119145,95526,0.15761804848170846,27438
test-1503.points,135456.45964658464,107413.5,172021.0473399627,0.2610748150519686,207745,0.6014844255141365,82408
test-1504.points,136682.96815924937,107300.0,123162.99839133426,0.2738394050256232,74589,0.14783782284561275,28818
test-1505.points,140882.3793289072,111983.5,137227.90870145577,0.2580637266106811,179749,0.22542971689093272,68118
test-1506.points,136761.0036540804,110118.0,139866.84653047117,0.24194957821682572,94270,0.270154257528026,29686
test-1507.points,131838.72935779823,107394.0,125663.70614359173,0.2276172724528207,79784,0.1701184995771805,27561
test-1508.points,131875.67790777702,103861.0,134614.10361366902,0.2697324107006194,103137,0.2960986666185481,30359
test-1509.points,138944.20331210198,111689.0,154830.25233951936,0.24402764204265393,72834,0.3862623207255804,30925
test-151.points,132846.93280058118,108547.5,161883.12784682843,0.22385990281288093,85912,0.4913574964584946,30529
test-1510.points,131531.98801331854,105307.5,154830.25233951936,0.24902773319391813,83418,0.47026804681071477,35608
test-1511.points,131665.8352976883,105715.5,141195.74022293967,0.24547332508183084,53243,0.3356200389057391,29920
test-1512.points,131924.27647319456,105092.5,152053.084433746,0.25531580724784897,60626,0.4468500076955635,31745
test-1513.points,136664.86390532542,109057.5,121922.06929316626,0.253145028130348,81510,0.1179613441823466,29583
test-1514.points,134285.06803355084,108325.0,142530.91710071533,0.2396498318352258,68918,0.3157712171771552,29640
test-1515.points,133722.56238788116,109681.0,123162.99839133426,0.21919532451273382,64400,0.12292009000040349,29430
test-1516.points,141097.75135135138,114925.5,137227.90870145577,0.22773232530075038,143908,0.19405970564805708,42079
test-1517.points,136983.4053590704,108686.5,130740.51987179283,0.2603534510640273,95212,0.2029140681850352,29178
test-1518.points,136789.7459016394,110131.0,129461.89166178179,0.24206395929973756,165298,0.17552634282610513,40857
test-1519.points,138069.38090241345,111248.5,142530.91710071533,0.2410898205586003,88736,0.28119405745439563,31050
test-152.points,142296.9676547166,110695.5,152053.084433746,0.2854810507628278,70631,0.37361576969024024,29889
test-1520.points,142540.18700642305,111745.0,141195.74022293967,0.2755844736357156,208450,0.26355309161877183,72933
test-1521.points,139860.5269709544,111357.0,121922.06929316626,0.255965291548393,76036,0.09487566379451917,30373
test-1522.points,142154.8033721795,113021.0,149301.04926920132,0.2577733639958901,68932,0.3210027275391416,28374
test-1523.points,138330.7040988209,109650.5,138544.23602330987,0.2615601761854336,76446,0.26350756287759625,38106
test-1524.points,126265.87142274028,103759.0,120687.42338030548,0.21691488374734025,177684,0.16315137366691546,69538
test-1525.points,133380.0487804878,106306.0,128189.54663707792,0.25468034523439687,73370,0.2058542945560733,27790
test-1526.points,134633.55862068967,105418.0,121922.06929316626,0.2771401337597912,74400,0.1565583609361425,29594
test-1527.points,136047.48041646014,108497.5,118236.98111050545,0.2539227209517283,74298,0.0897668712228894,28014
test-1528.points,135595.25098445595,108756.0,141195.74022293967,0.24678409452771288,229661,0.29828000499227314,68746
test-1529.points,130086.95363086852,106522.0,126923.48479768123,0.22122147191067132,76252,0.19152367396107128,27494
test-153.points,134585.22491717196,106424.0,167638.52558820497,0.2646134792638124,71843,0.5751947454352868,29789
test-1530.points,140998.85760583353,112064.0,133316.62584773646,0.2581994003947168,179839,0.18964721808731144,77336
test-1531.points,133788.1234135668,105284.0,132025.43126711104,0.27073556678666066,723725,0.25399330636289497,53914
test-1532.points,141022.85023911405,112609.5,145220.12041218817,0.2523175241797011,166502,0.2895903135364972,69879
test-1533.points,136737.66149396924,110028.0,137227.90870145577,0.24275331273829615,60141,0.24720897136597753,28950
test-1534.points,137904.45781147,107863.5,145220.12041218817,0.27850902123025856,64643,0.3463323590666738,28799
test-1535.points,138210.37060702872,109134.5,159043.12808798326,0.2664223559646923,88233,0.4573130228111484,32241
test-1536.points,135954.2720480893,108336.5,135917.8645649088,0.2549258287658296,204707,0.2545897695135879,93995
test-1537.points,139021.65195184242,109286.0,138544.23602330987,0.2720902215456913,385600,0.2677217212022571,167340
test-1538.points,142825.331316726,111948.0,126923.48479768123,0.275818516782131,83278,0.13377179402652328,28120
test-1539.points,141744.49578384246,111118.5,135917.8645649088,0.2756156336149467,78192,0.2231794396514426,29722
test-154.points,140310.11760770672,112684.0,143872.37716379817,0.24516450967046532,95215,0.2767773345266247,28833
test-1540.points,142839.6104028557,113430.5,126923.48479768123,0.2592698648322602,95054,0.11895376285638548,27247
test-1541.points,135236.0705289673,106498.0,139866.84653047117,0.269846105363174,189527,0.31332838673469143,72975
test-1542.points,129627.53146598766,105228.0,126923.48479768123,0.23187299450704812,222954,0.20617596835140106,68072
test-1543.points,140194.9538461539,109072.5,121922.06929316626,0.2853373109276296,222926,0.11780759855294654,67123
test-1544.points,141896.06557377035,111516.0,156228.26107036683,0.27242786303104793,76368,0.4009492904190146,29145
test-1545.points,133073.92996108942,105352.5,135917.8645649088,0.2631302528282615,68669,0.2901247200105248,30409
test-1546.points,140571.08275862059,110429.5,132025.43126711104,0.2729486483106469,75139,0.195563063014059,28701
test-1547.points,138424.17701025362,107774.0,121922.06929316626,0.2843930540784756,120937,0.13127534742299862,51237
test-1548.points,139134.19210053855,109431.0,126923.48479768123,0.2714330683310813,73940,0.15984944666210876,28908
test-1549.points,137453.32885906045,105973.0,161883.12784682843,0.2970599007205652,69163,0.5275884220209717,29179
test-155.points,134222.002720266,110933.0,124410.21067480941,0.20993755438206851,99097,0.12148964397257278,29019
test-1550.points,131536.00527356623,106327.5,154830.25233951936,0.23708358866301027,65410,0.4561637613930485,28622
test-1551.points,137123.70000000007,111572.5,124410.21067480941,0.22900983665329777,93712,0.11506160276779132,31605
test-1552.points,139700.16711780624,109408.5,146574.14684588538,0.2768675844912072,73079,0.33969615565413447,30694
test-1553.points,138147.646971935,109031.5,149301.04926920132,0.26704344131682123,84608,0.3693386706520714,29301
test-1554.points,135625.07858073173,108857.5,128189.54663707792,0.24589558441753412,70848,0.17759039696004342,28988
test-1555.points,142278.20106938572,111812.0,126923.48479768123,0.27247702455358747,233747,0.13515083173256204,69177
test-1556.points,136126.73767885528,107890.0,119459.06065275188,0.2617178392701389,60698,0.10723014786126495,28229
test-1557.points,133111.40388118813,110032.0,129461.89166178179,0.2097517438671308,136521,0.17658400884998726,76644
test-1558.points,129468.6464567805,106626.5,121922.06929316626,0.2142257924322799,65231,0.14344998000652986,29361
test-1559.points,140453.18386672513,110581.0,120687.42338030548,0.2701384855149178,85901,0.09139385048340576,29732
test-156.points,137107.951034752,106948.0,135917.8645649088,0.28200575078310974,247373,0.2708780394669261,71988
test-1560.points,139352.6887467589,107420.5,125663.70614359173,0.29726345294202616,73931,0.16982983828591114,31165
test-1561.points,141329.3829362997,113760.5,121922.06929316626,0.24234143605469116,122838,0.07174343724901222,42094
test-1562.points,130400.0147258283,102605.5,125663.70614359173,0.2708871817380969,195738,0.22472680454353555,69067
test-1563.points,137786.4484517736,106428.0,133316.62584773646,0.294644721800406,81101,0.25264616311249344,27871
test-1564.points,137759.97886241347,107176.5,123162.99839133426,0.2853562008687862,82340,0.14916048192779452,28458
test-1565.points,140072.3010833022,111496.0,128189.54663707792,0.25629889039339715,67265,0.14972327829767806,28082
test-1566.points,140550.67682044182,112116.0,121922.06929316626,0.2536183668739682,70813,0.08746360281464072,28727
test-1567.points,134207.6357827476,108022.5,125663.70614359173,0.2424044600221953,178199,0.16331047831323775,28699
test-1568.points,133169.15433173702,105640.5,157632.55298652145,0.26058807305661214,87673,0.4921602319803622,27502
test-1569.points,129187.56527118989,106800.0,142530.91710071533,0.2096213976703174,148189,0.33455914888310234,68060
test-157.points,142072.65267276476,112610.0,147934.45646488975,0.26163442565282624,55315,0.31368845098028375,29117
test-1570.points,136832.92583984786,108202.5,124410.21067480941,0.26460040978579835,69654,0.14979053787860175,28460
test-1571.points,136595.5003246051,108158.5,149301.04926920132,0.26291969955764083,120630,0.38039127085898317,31773
test-1572.points,140913.33147009503,112432.0,143872.37716379817,0.25332050901963,79845,0.2796390455012645,30525
test-1573.points,135194.02910602908,109598.5,141195.74022293967,0.2335390457536286,57684,0.2882999331463447,28683
test-1574.points,130844.5695660895,105765.0,125663.70614359173,0.2371254154596465,61922,0.18814074735112496,26966
test-1575.points,138361.02142517062,108356.0,125663.70614359173,0.2769114901359464,176971,0.15973002089032207,72211
test-1576.points,137299.6188679245,107594.0,121922.06929316626,0.2760899201435443,59748,0.13316792101015174,28417
test-1577.points,133603.7502262444,105877.0,123162.99839133426,0.2618769914735437,81300,0.1632649054217088,39957
test-1578.points,135050.79386343996,108153.5,129461.89166178179,0.2486955471939416,76177,0.19701989914132967,27914
test-1579.points,138433.0391220538,110594.0,126923.48479768123,0.25172287033703267,68624,0.14765253809140844,28215
test-158.points,134377.53658536577,107262.5,126923.48479768123,0.25279139107671145,227341,0.183297842187915,69234
test-1580.points,135683.77682403434,109955.0,130740.51987179283,0.23399369582133,179710,0.18903660471822858,70222
test-1581.points,137252.23383339905,109005.0,138544.23602330987,0.2591370472308523,220490,0.2709897346296948,68316
test-1582.points,130571.90585683293,102671.5,128189.54663707792,0.27174440674221123,79552,0.24854070152942076,33050
test-1583.points,131095.27017149283,110537.5,123162.99839133426,0.18598005356999048,84357,0.1142191418417664,32055
test-1584.points,141034.3901886793,109656.5,123162.99839133426,0.2861471065434269,88989,0.12317097838554258,29672
test-1585.points,128872.53693244331,105601.0,126923.48479768123,0.22037231591029727,91560,0.20191555759586777,31468
test-1586.points,142828.17528417666,112511.5,154830.25233951936,0.26945401389348334,91854,0.37612823879798385,31864
test-1587.points,139614.56555960837,112939.0,130740.51987179283,0.2361944550563433,117190,0.15762066134632713,39939
test-1588.points,135724.907063197,110465.5,138544.23602330987,0.2286633117416479,96727,0.2541855694611428,32696
test-1589.points,133363.8282462494,108668.0,161883.12784682843,0.22725943466567355,63304,0.4897037568265583,31233
test-159.points,129868.15555327234,104362.5,126923.48479768123,0.24439483102907977,71266,0.21617903746730138,28789
test-1590.points,139621.05951898932,110494.5,123162.99839133426,0.2636018943837868,70393,0.11465275096348027,26988
test-1591.points,140934.9600222098,112016.5,161883.12784682843,0.2581625030438355,70467,0.44517216523305425,29510
test-1592.points,141767.8587968789,113130.0,135917.8645649088,0.2531411543965252,173808,0.20143078374355894,71111
test-1593.points,138792.40480080806,112971.0,134614.10361366902,0.2285666657886365,78332,0.19158105720644247,26857
test-1594.points,138926.94236654206,110739.0,141195.74022293967,0.254543948984026,72153,0.2750317433148184,29755
test-1595.points,130773.1959539111,107006.5,146574.14684588538,0.22210516140525205,113332,0.36976862943732747,52070
test-1596.points,137646.74354758198,109282.0,124410.21067480941,0.25955549447834025,71117,0.13843277643902385,28513
test-1597.points,139515.33610451312,110612.5,130740.51987179283,0.2612981001651089,63804,0.18196876367311865,27676
test-1598.points,134110.62188746122,108528.5,128189.54663707792,0.2357180085181425,60105,0.18116021724319342,28528
test-1599.points,141978.17225776234,110903.5,134614.10361366902,0.2801955957905957,80936,0.213794908309197,37098
test-16.points,141150.89406994425,110307.5,139866.84653047117,0.27961284654211416,79303,0.26797222791261865,28921
test-160.points,144716.95414596866,112880.0,156228.26107036683,0.28204247117264925,79058,0.38402073946108106,29090
test-1600.points,142660.15188449278,111780.0,124410.21067480941,0.2762582920423402,153853,0.11299168612282529,53893
test-1601.points,134806.32941176475,108229.0,143872.37716379817,0.24556569322237798,111642,0.32933296218017505,30836
test-1602.points,137586.31697475835,108971.0,147934.45646488975,0.26259570871845117,68452,0.3575580334666082,28979
test-1603.points,128731.17579054744,105729.0,126923.48479768123,0.21755786766684104,85023,0.200460467777821,29411
test-1604.points,134388.6295153999,108350.5,121922.06929316626,0.24031388424972566,65909,0.12525617595826755,28587
test-1605.points,142374.1249380268,112688.0,166190.25137490008,0.2634364345629241,217247,0.47478215404390944,73789
test-1606.points,141425.81371215908,112475.0,154830.25233951936,0.25739776583382157,190878,0.3765748151991053,72281
test-1607.points,123112.27202119329,104585.5,164748.26034690233,0.17714474780149536,83903,0.57524953599593,27799
test-1608.points,131178.70304631972,108670.0,121922.06929316626,0.20712895045844948,71383,0.12194781718198455,27514
test-1609.points,138408.2758620689,109574.5,119459.06065275188,0.26314312054418587,173838,0.09020858550805055,51334
